	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P1744	0.214733492	0.198985335	0.052503901	0.013238313	0.201918295	0.138067134	0.036768886	0.198592404	0.247719312
P1745	3.21097852	3.088915312	3.51919276	3.340004431	4.18017762	3.830136481	4.597606582	3.797585052	4.349089649
P1746	57.4089101	55.7061699	60.16019973	28.32877926	33.76625222	28.58908152	32.36275243	36.44908147	33.88121175
P1747	0.183293556	0.118829436	0.691729949	0.165320139	0.395808171	0.1378827	0.172729993	0.21333843	0.283267254
P1748	0.426213206	0.366494913	0.4592739	0.256391699	0.313833037	0.320296938	0.596761406	0.382164459	0.329612379
P1749	2.672235481	2.305509314	1.873296578	3.030721512	2.364760213	3.778679454	2.833208676	2.274638545	3.439123908
P1750	4.039459029	3.093935791	4.006865703	2.940920168	2.678934281	3.157137588	3.44263276	3.058934634	4.147003349
P1751	0.604264121	0.262169375	0.509518361	0.641274647	0.573456483	0.856694947	0.768362004	0.815326153	0.5830286
P1752	0.149713604	0.053579073	0.0437907	0.091182335	0.098679929	0.105265585	0.124442782	0.136401862	0.103025521
P1753	0.142633254	0.139928656	0.089969833	0.628284469	0.976582593	0.668895242	1.061331339	0.492478583	0.499172408
P1754	1.684486874	1.010780816	2.052429002	2.043645226	2.656198934	2.712559941	1.172924458	2.044116655	2.299549636
P1755	0.968257757	1.152411151	0.943243524	0.518447677	0.747637655	0.565999631	0.852056844	0.860836912	0.657011432
P1756	0.26708035	0.66439424	0.576302923	0.715382911	1.155950266	0.803836223	0.688234854	0.869943561	0.744466685
P1757	0.139594272	0.139434536	0.21362738	0.137951407	0.384511545	0.14612689	0.276903515	0.303869764	0.310173602
P1758	0.549339698	0.829990752	1.075397899	1.275902814	2.344156306	1.580781999	1.319670905	1.32952578	1.641633627
P1759	0.541034208	0.739067248	0.402330178	0.324281811	0.373342806	0.63171339	0.331593119	0.728014751	0.416317025
P1760	0.431424025	0.123421852	0.24044523	0.111963666	0.068046892	0.081102914	0.23960359	0.165459942	0.216982948
P1761	0.132450278	0.081646188	0.068243004	0.119304335	0.068235879	0.060437108	0.074249065	0.062118589	0.091910774
P1762	10.4956245	4.428854538	4.875897223	14.27885681	10.93655417	15.61693102	10.90575916	9.489128235	10.83702221
P1763	0.151217184	0.254382349	0.074209924	0.260970386	0.251111901	0.288122464	0.284158564	0.240213163	0.318738212
P1764	1.685123309	1.635618972	1.907729117	1.602023484	0.890301954	1.681390631	1.566492147	0.976817395	1.528907964
P1765	2.294112967	2.462729555	2.503068761	1.984343845	2.194529307	3.414514939	3.238444278	3.735524925	2.767042611
P1766	1.255131265	0.983828775	0.30290232	1.099697216	0.681648313	1.576724456	0.677008227	1.214782003	0.782593633
P1767	0.954733492	0.852371515	0.973556642	0.91942988	2.276660746	0.882285135	0.915632012	1.063836485	1.27587667
P1768	24.00159109	36.53587	26.41631125	12.54117126	23.82095915	8.13629657	6.613462977	5.874125874	5.042726818
P1769	6.897215593	7.847271766	8.064287943	10.16690052	8.185577265	14.29822944	11.71204188	9.507341533	9.955733477
P1770	0.394009547	0.192958119	0.14838864	0.154611919	0.172476021	0.162513833	0.073464473	0.093926652	0.198006082
P1771	0.461145585	0.752199762	0.816082388	0.74750757	0.551388988	0.52150498	0.427322364	0.351539136	0.294276146
P1772	0.610135243	0.170905007	0.243357953	0.826822244	0.247204263	1.123939506	0.518735976	0.572054955	0.630432272
P1773	0.168138425	0.166735368	0.071463643	0.187460306	0.088684902	0.179407968	0.042439791	0.03364963	0.05376073
P1774	0.066001591	0.070577355	0.113920732	0.048614578	0.060500178	0.055629841	0.049830965	0.09726126	0.07890219
P1775	1.426093874	2.809618179	2.974929783	2.811239938	3.681563055	4.019457765	2.84315632	3.223304027	3.553447015
P1776	0.056714399	0.05837495	0.099962551	0.052538217	0.050559147	0.027419771	0.057325355	0.091322825	0.058333654
P1777	0.053907717	0.053129872	0.04298554	0.028720922	0.052137833	0.051361121	0.057748691	0.066496526	0.086668078
P1778	0.956563246	1.080776853	1.216373661	0.517893804	0.517598579	0.49388602	0.538511593	0.858633328	0.703799222
P1779	3.509069212	3.104505219	2.866742952	4.018314748	3.355452931	4.465971966	4.17591623	3.569806399	3.845990993
P1780	0.69363564	0.413370326	0.486424633	0.283428107	0.465634103	0.310761712	0.483335826	0.298338318	0.405750799
P1781	0.147024662	0.129903554	0.18012067	0.106816336	0.217250444	0.263694209	0.265617053	0.396959953	0.406713114
P1782	0.297247414	0.326542476	0.302007698	0.221187505	0.296838366	0.501503135	0.248339566	0.320913813	0.172040879
P1783	0.591957041	0.713383538	0.646083429	0.335270659	0.492234458	0.380828108	0.473477936	0.472084186	0.589456869
P1784	0.042607001	0.01038552	0.016692188	0.046294956	0.047558082	0.03029325	0.034473448	0.046929598	0.075168405
P1785	0.226141607	0.290183644	0.428274212	0.555697511	0.341044405	0.465344891	0.604360509	0.653677512	0.399765195
P1786	3.119729515	4.623596248	4.541350255	5.416586663	7.444689165	6.419310218	5.370979806	3.522811594	6.040455753
P1787	0.232505967	0.248220373	0.218287735	0.301152057	0.34016341	0.255311693	0.293866866	0.276842129	0.399053081
P1788	1.30779634	0.851658079	0.782898159	1.26659774	1.056454707	1.479620066	1.256020942	1.335551908	1.278840602
P1789	1.200477327	1.665160523	1.877083117	1.210102651	1.413669627	1.638048691	1.388631264	1.415285679	1.148119635
P1790	0.178512331	0.224777381	0.182440445	0.171132117	0.17355595	0.210309849	0.385968586	0.157057091	0.524096386
P1791	1.107239459	0.903157617	1.367814418	1.039214238	1.460319716	1.209977868	1.050710546	1.014683066	1.060645136
P1792	1.598727128	1.401347602	1.246915635	1.710361125	1.328923623	2.37144965	1.762528048	1.409596834	1.220216329
P1793	1.668019093	1.589324878	1.994819515	5.169632967	6.519786856	2.275267429	4.537920718	4.681492141	6.386504484
P1794	0.156809865	0.093645131	0.18887132	0.162964331	0.172362345	0.211711546	0.248900524	0.151946125	0.181979676
P1795	0.061433572	0.022946228	0.029172995	0.013136401	0.031988632	0.019011435	0.095594615	0.131972208	0.131238693
P1796	0.848687351	0.723001718	0.773681473	0.811978436	0.573001776	0.186766876	0.644839192	0.116302026	0.157019131
P1797	0.515536993	0.5843044	0.61560387	0.45266967	0.529435169	0.477720398	0.366282723	0.427180537	0.817602679
P1798	0.275656325	0.231576166	0.254010195	0.188294808	0.184383659	0.149741793	0.193672401	0.20035752	0.184658763
P1799	0.644972156	0.663099485	0.760761469	0.563104645	0.934465364	0.841239395	1.000598355	1.074719493	0.932368451
P1800	0.469920446	0.275492139	0.202288568	0.429576841	0.474373002	0.44601623	0.319132386	0.2868482	0.491088956
P1801	0.188082737	0.427374818	0.200029127	0.328631563	0.461371226	0.430735891	0.59407629	0.519663616	0.509507679
P1802	0.762951472	0.54559387	0.545698533	0.492334392	0.540987567	0.313565105	1.717726253	0.416927124	0.486912506
P1803	0.499817025	0.289628749	0.26056382	0.26650912	0.390309059	0.190704537	0.258863126	0.316236818	0.32281843
P1804	0.06146778	0.058900779	0.13165505	0.034372646	0.178543517	0.056563076	0.140336574	0.156890698	0.116952154
P1805	1.094033413	0.801083366	0.750046812	0.599121188	0.702792185	0.629703062	0.882124159	0.671193758	1.08720505
P1806	3.117661098	2.442991148	1.994465828	2.744701278	1.78955595	3.122002951	2.158115183	2.375598678	2.890411486
P1807	0.726626889	0.522975294	0.213211276	0.687652315	0.793222025	0.767899299	0.573343306	0.455624761	0.58924516
P1808	1.423070804	2.650812525	2.991365859	1.839745957	2.257477798	1.934894873	2.246596859	2.240303105	2.294353131
P1809	0.179610183	0.164758885	0.116673255	0.183583192	0.257420959	0.2525083	0.263844428	0.193749016	0.126261596
P1810	0.409729515	0.706090633	0.316384063	0.357381286	0.391360568	0.183059757	0.147270007	0.150390124	0.1498672
P1811	4.110501193	3.660985599	3.459898055	3.013662211	4.437513321	4.373201771	4.416379955	4.035482203	3.349821009
P1812	2.391408115	1.960655305	2.111307604	3.616571893	2.103445826	3.217724087	2.334330591	2.824410316	3.080180146
P1813	0.696618934	0.478081649	0.752730677	1.811461487	0.902081705	1.503227591	0.61262528	0.927731433	0.279552716
P1814	1.725616547	0.881411019	1.690398419	2.032937006	1.698614565	1.599963113	1.891623037	1.9501945	2.629239001
P1815	0.262895784	0.260409565	0.337168418	0.254634074	0.420078153	0.261222796	0.388234854	0.440042273	0.482389622
P1816	1.303102625	0.962319989	1.117341101	0.573724245	0.79442984	0.913389893	0.874121167	0.528635352	1.063532084
P1817	0.413858393	0.337032633	0.041841257	0.059054723	0.397740675	0.037142198	0.340381451	0.344546129	0.28151584
P1818	0.519029435	0.127321971	0.305315718	0.30529503	0.371396092	0.312320177	0.39842184	0.344815956	0.540725201
P1819	0.055295943	0.040208746	0.168530115	0.089048076	0.145477798	0.238067134	0.259805535	0.164821352	0.13650256
P1820	4.742322991	5.497952173	5.035680849	7.158850897	6.099040853	7.148284766	7.315332835	6.672363007	5.929212056
P1821	2.327844073	2.139965649	5.017996463	0.658821357	3.491296625	0.78984692	2.197531788	2.176309221	2.172908888
P1822	1.259745426	1.965464394	1.711578071	1.345469315	1.5860746	2.655938768	1.737771129	2.194949745	1.558605027
P1823	0.237541766	0.24356454	0.071043379	0.083398567	0.095539609	0.186831428	0.458234854	1.054977177	0.329054236
P1824	0.372100239	0.429356586	0.486819931	1.122590651	0.625420959	1.046661748	0.743605086	0.229937265	0.419993071
P1825	0.967382657	0.710397675	0.623280974	0.609511853	0.585605684	0.698616747	0.84263276	0.264452589	0.424727665
P1826	3.993078759	3.958779231	5.221887028	1.26674544	4.885968028	2.782736997	2.334181002	2.784835743	2.93352323
P1827	18.91726333	15.30083234	18.21595756	15.14216084	15.67175844	13.73847289	10.37322364	11.20904819	10.74290773
P1828	0.171193317	0.149393579	0.139082492	0.091861753	0.126650089	0.12047215	0.151413613	0.186861691	0.12717772
P1829	1.961813842	2.043440349	1.742182461	1.74041799	1.358408526	1.58520841	1.633807031	1.63224878	1.665499057
P1830	0.22274463	0.049525697	0.240590867	0.192267927	0.232937833	0.12625415	0.142737472	0.214757268	0.259940721
P1831	1.170167064	0.557458053	0.541308645	1	0.811523979	0.848423091	1.285714286	1.215029344	1.547904076
P1832	0.225346062	0.248854538	0.296140643	0.573768555	0.223033748	0.614524161	0.658735976	0.6135408	0.560067747
P1833	0.409403341	0.242296208	0.233933215	0.267291928	0.155282416	0.304186647	0.322737472	0.126663369	0.120356827
P1834	0.257374702	0.199117453	0.261187975	0.14194668	0.445527531	0.284977868	0.192139117	0.143729904	0.187691982
P1835	1.039697693	1.096736689	0.716696141	0.902592128	1.009520426	1.052471413	0.859760658	0.96460774	1.080122407
P1836	1.414876691	1.887224204	1.291376261	1.414223469	1.295445826	1.388325341	0.965893792	1.238549232	0.870664768
P1837	3.441129674	5.031576166	4.241755955	3.818403368	3.948419183	4.408613058	3.574270755	4.157129045	3.902960083
P1838	0.767064439	0.291425552	0.330718818	0.33501957	0.365825933	0.808825157	0.416439791	0.595867155	0.401478117
P1839	8.642004773	6.122341128	6.149172995	6.893582453	9.834742451	9.41626706	7.857142857	7.605063747	6.517571885
P1840	0.872155927	0.64285903	0.501341933	1.127390887	0.603523979	0.672132055	0.644667165	0.739167585	0.753916625
P1841	1.104216388	1.517558462	0.795589306	1.114393324	1.302507993	0.957856879	1.605310396	1.798506959	1.589014204
P1842	0.096706444	0.166944114	0.203657547	0.147943283	0.177534636	0.059881962	0.198661182	0.079576372	0.174358135
P1843	0.535688146	0.239722553	0.289628628	0.531799719	0.756319716	0.474280708	0.277135378	0.269736694	0.334173756
P1844	0.335791567	0.235227903	0.720461875	0.691027251	0.301868561	0.356445961	0.379895288	0.321948148	0.153535548
P1845	0.018597454	0.028479324	0.117755123	0.067723949	0.09610373	0.049419034	0.140725505	0.176221528	0.18154086
P1846	2.333015115	2.452715022	2.207843545	1.572188169	1.931225577	1.840372556	1.805310396	2.134036382	2.031063551
P1847	1.213206046	1.114651869	1.030978883	1.744479728	1.403865009	1.81473626	1.258115183	1.516178355	1.525520613
P1848	0.718424821	0.230017175	0.510246541	0.737316299	0.998223801	0.656464404	0.843231114	0.830931127	1.487432157
P1849	24.76770088	25.57299511	25.20961198	14.12894173	21.80461812	20.14754703	20.21091997	14.03255908	15.91189037
P1850	0.181193317	0.207971991	0.19745969	0.079159589	0.106418472	0.040587422	0.151002244	0.121705304	0.538473382
P1851	0.433659507	0.635037654	0.822011859	0.703153386	1.063730018	1.03089266	0.989902767	0.818451645	0.718522653
P1852	4.403500398	3.011494253	2.370955997	4.013071413	4.806820604	4.737919587	2.756993269	3.458952623	2.682743755
P1853	6.788703262	7.588320782	9.688130656	8.857543756	8.41634103	8.375322759	7.546746447	7.670721561	8.823665268
P1854	2.160779634	0.668331352	0.940642879	2.095561628	1.686820604	1.76632239	1.340688108	2.226519461	1.483563648
P1855	8.894192522	7.057999736	10.93810465	13.46946311	10.60404973	12.12559941	15.36948392	8.855485351	12.27433696
P1856	0.072324582	0.065789404	0.049946947	0.054340152	0.058709769	0.022818148	0.068412865	0.081361725	0.075226144
P1857	0.369164678	0.200068701	0.36354936	0.169588657	0.193250444	0.22178163	0.310718025	0.251096171	0.383540552
P1858	3.25823389	2.782137667	3.793196713	2.570415774	3.514742451	3.356141645	3.41091997	3.124367594	3.158320182
P1859	0.764017502	0.776007399	0.792551753	0.902665977	0.90748135	1.095628919	0.936350037	0.979155892	0.86015628
P1860	0.095282418	0.196982428	0.337334859	0.217450705	0.534422735	0.283530063	0.267000748	0.268837272	0.360060049
P1861	0.264264121	0.169039503	0.653968584	0.101521306	0.727488455	0.957395795	0.475325355	0.775616666	0.857692752
P1862	0.456913286	0.575584621	0.492624571	0.386315634	0.742579041	0.470601254	0.644674645	0.531783329	0.614169137
P1863	2.84638027	2.3847536	2.207635494	1.496049036	1.06573357	0.922722243	1.644652206	1.35273087	1.989683976
P1864	1.169371519	23.06486986	21.59159472	0.239517022	10.34174067	3.644319439	0.174764398	8.017448789	3.750144347
P1865	0.359880668	0.114691505	0.225174243	0.065658371	0.191005329	0.432460347	0.209977562	0.125179322	0.296874399
P1866	0.358424821	0.647060378	0.730011443	0.352152721	0.499623446	0.380099594	0.584913987	0.109171857	0.477212364
P1867	1.090533015	0.484238341	0.982169978	0.457307437	0.12309627	0.100719292	0.691937173	0.927011895	0.103008199
P1868	0.249952267	0.242121813	0.297825861	0.124887379	0.162330373	0.146855404	0.235751683	0.279248083	0.278648139
P1869	1.185202864	1.39593077	0.867970457	0.759249686	0.896468917	0.839459609	0.885115931	0.601488544	0.888371377
P1870	0.241471758	0.326542476	0.344367003	0.238793294	0.324561279	0.420647363	0.226245325	0.351359252	0.297625005
P1871	0.267987271	0.333623993	0.500842609	0.309600473	0.470479574	0.250940612	0.40697083	0.424954467	0.595634936
P1872	0.355791567	0.21070683	0.12443358	0.257418211	0.089662522	0.29257654	0.146566941	0.256852472	0.151476192
P1873	0.604542562	0.398863786	0.921668574	0.366029097	0.493712256	0.433972704	0.893268512	0.56515189	1.07211594
P1874	0.110063644	0.082452107	0.043489025	0.064544716	0.087224156	0.073608447	0.07749439	0.118561824	0.105435159
P1875	0.106984885	0.241268331	0.186522418	0.214511484	0.210756661	0.375156769	0.240949888	0.372113417	0.219561954
P1876	1.222275259	0.424256837	0.991844377	3.750092312	0.778330373	2.761527112	1.70987285	0.935354035	1.212883483
P1877	0.89132856	0.654881755	0.774825757	0.648607931	1.217676732	0.36550166	1.278908003	1.202572347	1.063763039
P1878	10.95306285	7.607081517	8.366586914	10.97334023	10.79630551	12.40317226	11.76140613	11.20814876	11.33588668
P1879	0.336252983	0.963984674	0.788057838	0.619939443	1.327161634	1.075156769	0.513784592	0.777887707	0.82537819
P1880	6.663166269	4.674329502	5.127431603	10.34118603	7.87268206	11.50221321	6.959012715	4.270231376	4.951691751
P1881	0.135011933	0.220811204	0.250286071	0.289638875	0.212760213	0.223939506	0.122902019	0.173547995	0.250336811
P1882	0.006434129	0.02527758	0.08128992	0.047972085	0.062085968	0.04945592	0.088047868	0.098628381	0.112046268
P1883	0.028050915	0.012506804	0.026761677	0.029260025	0.043624867	0.04165806	0.025584144	0.035149416	0.035178413
P1884	0.211750199	0.583617387	0.446749194	0.495354848	0.255886323	0.718222058	0.713934181	0.179227846	0.286250433
P1885	2.68035004	2.491002774	2.927285967	2.62824016	2.700959147	3.74197713	2.93986537	3.369909833	3.26167289
P1886	1.148289578	1.009855992	0.915031728	1.255963371	1.215346359	0.806049428	0.789154824	1.096597936	1.17404442
P1887	2231.583134	2925.353415	2944.762301	1269.847131	1896.127886	1553.393582	1608.601346	1651.451442	1771.007352
P1888	1.854494829	2.583379575	2.889628628	6.418285208	5.164049734	5.183234969	5.08960359	4.205023273	4.149312907
P1889	0.619785203	0.626582111	0.417767606	0.332907466	0.434586146	0.322731464	0.59157816	0.487531761	0.517591131
P1890	0.120723946	0.391729423	0.152029543	0.687903404	0.593420959	0.68984692	0.635504862	0.123809952	0.529600831
P1891	8.050914877	9.124587132	5.535212733	4.078871575	2.544085258	8.413500553	10.20344054	10.27972028	4.786173448
P1892	3.995067621	3.46624389	3.476750234	3.576619157	2.83722913	2.918849133	2.802916978	4.229982236	3.428923361
P1893	1.419252188	1.359386973	0.983293457	1.167934421	1.109584369	1.021486536	1.072475692	1.159220201	1.112610185
P1894	1.800954654	2.002563086	1.26649329	1.446274278	1.480497336	1.685171523	1.670456245	1.506442111	1.466549906
P1895	13.94192522	20.84951777	15.42556954	12.1748763	19.98294849	11.10106972	12.74719521	12.58134149	10.30043497
P1896	0.117374702	0.242621218	0.169822116	0.184395539	0.147722913	0.206777942	0.166200449	0.281114384	0.297586512
P1897	0.508965792	0.130450522	0.421554145	0.457144967	0.286010657	0.510291405	0.388466717	0.502327255	0.734266138
P1898	12.74224344	13.67181926	13.64568813	15.37404918	10.97989343	16.44688307	13.07853403	12.30297034	15.21151699
P1899	12.63961814	22.46584754	19.38395922	8.322132782	18.53783304	11.77240871	10.40314136	10.23947114	11.87266638
P1900	0.227215593	0.259957722	0.161185894	0.198552544	0.092075311	0.114339727	0.220329095	0.177683089	0.185311213
P1901	3.732458234	3.0577355	2.685946115	2.553208773	2.849165187	2.925304316	2.927075542	2.487801587	2.615381654
P1902	0.875178998	0.675122209	0.83253927	0.520781331	0.388476021	0.51621173	0.577486911	0.594293167	0.710150506
P1903	47.42800318	42.75069362	48.86091751	30.06129533	36.54280639	31.58981925	40.48017951	41.31495514	36.89133531
P1904	46.10739857	48.01426873	50.87069593	60.5612584	83.50124334	72.95001844	53.56394914	61.19218402	61.41883829
P1905	76.2354813	123.8551988	130.7000936	39.94313566	62.72539964	25.0802287	58.76364996	69.80190228	43.32730282
P1906	1.44407319	1.282890739	1.979506918	0.799423972	1.130486679	1.427240871	1.426252805	1.515413847	1.90788714
P1907	9.264916468	13.51644867	10.74836159	7.250129237	14.48525755	6.99880118	6.30815258	6.045465788	7.229108126
P1908	6.285202864	5.46439424	6.903151982	18.79920242	14.81207815	27.87808927	36.02916978	30.26330583	19.77558797
P1909	2.887271281	2.252635751	1.559076251	2.692046378	1.827211368	1.729896717	2.993792072	2.088817934	2.194849686
P1910	11.10739857	12.75888493	12.70196609	11.27390887	14.5250444	14.48266322	11.55347794	11.4208621	12.64001694
P1911	1.496897375	1.167472586	1.692874233	1.864559486	1.286920071	1.550719292	1.652879581	1.814561644	1.788444513
P1912	7.174781225	4.441802087	4.869239571	5.492873495	4.813499112	6.353467355	4.181151832	5.232388191	5.563532084
P1913	0.591774065	1.059690844	1.227088318	1.05619969	0.652262877	0.695509037	1.755497382	1.074179839	1.092574772
P1914	2.470962609	4.04914784	3.305315718	4.726017281	5.852078153	4.319070454	3.995811518	3.800508173	3.70068132
P1915	2.310819411	2.872770511	2.592114844	3.417251311	2.618969805	3.127259314	4.018175019	4.281474153	3.205281189
P1916	4.077724741	2.451314573	2.354727973	3.307215124	2.587566607	3.711637772	3.733657442	3.459177478	4.283652181
P1917	7.119809069	10.90262915	11.40185166	8.079166974	11.5757016	12.17355219	10.8302169	11.03793313	11.80511182
P1918	0.791742243	0.317109261	1.012607927	0.504438372	0.866301954	0.419964958	0.92460733	0.907494435	1.385869356
P1919	0.170405728	0.079167658	0.262061791	0.280053172	0.236632327	0.224022501	0.235886313	0.202104648	0.141608607
P1920	1.272633254	0.781899855	1.827296369	0.929104202	1.671900533	1.11490225	1.26065819	2.158410721	2.523384272
P1921	0.263858393	0.465794689	0.613939457	0.74388893	0.965939609	1.071836961	0.876888556	0.621140917	0.816832827
P1922	0.015449483	0.023940547	0.061433476	0.007619083	0.020426288	0.005427241	0.038902767	0.024221438	0.030940375
P1923	6.709228321	9.497159466	7.156350775	2.349900303	6.715310835	2.483585393	3.885714286	4.096418051	3.48088841
P1924	39.81384248	54.20266878	48.57796734	39.66029097	51.76980462	28.19162671	37.77112939	45.42306568	34.21802225
P1925	1.537629276	0.618311534	0.556621242	0.705893213	0.662934281	0.457829214	0.519454001	0.675578441	0.625120289
P1926	0.422529833	1.052715022	0.892874233	0.874012259	0.872241563	0.710927702	0.817277487	0.819238639	0.57117287
P1927	0.815592681	0.497106619	3.490897743	2.977475814	2.913960924	3.092954629	3.025280479	3.131787826	3.400246353
P1928	5.227207637	5.043995244	3.695412462	3.62122443	1.78401421	3.683603836	4.703590127	3.460751467	4.097732784
P1929	1.395704057	0.829039503	1.250223655	1.613470202	1.908206039	1.049981557	1.158788332	1.120365165	0.730628585
P1930	5.877645187	4.592944907	5.099760741	8.7017207	3.739964476	4.985337514	10.38967838	5.883344951	11.46483698
P1931	3.502863962	2.471792839	2.014522001	1.631932649	2.869626998	2.89607156	2.148990277	1.788343489	1.811694061
P1932	0.177223548	0.227916502	0.395547696	0.29463112	0.430777975	0.336029141	0.211690352	0.502529625	0.44501328
P1933	1.835879077	1.402800898	1.433163425	0.548460232	0.961776199	0.499603467	0.88855647	1.40901221	1.356961392
P1934	0.798090692	1.144193421	1.023010507	0.815006277	0.655218472	1.884175581	0.412872102	0.798596901	0.709342161
P1935	0.04640175	0.019460431	0.088729845	0.274418433	0.189499112	0.346412763	0.138332087	0.192489825	0.112032796
P1936	0.469347653	0.598678822	0.476667013	0.140469685	0.366777975	0.137144965	0.218833209	0.220720437	0.202240271
P1937	1.779634049	2.187554499	3.259544367	3.385569751	2.849023091	4.019918849	3.92408377	3.149326558	3.339043073
P1938	0.962052506	0.76202933	0.695246021	0.30539842	0.874003552	0.693212837	0.347509349	0.316011962	0.249124293
P1939	0.777326969	0.552014797	0.236388224	0.186219629	0.167374778	0.129223534	0.192550486	0.121395004	0.20955387
P1940	3.688623707	4.164883076	4.769582857	3.342293774	3.955808171	3.95398377	4.05459985	3.564185011	3.078832903
P1941	0.809626094	1.03760074	1.180609591	0.583716121	0.880596803	0.72215972	0.996858639	0.741596025	0.925593749
P1942	0.521145585	0.467565068	0.287423281	0.192777491	0.293939609	0.45387311	0.253096485	0.265082185	0.68882559
P1943	12.82179793	21.03236887	23.88432331	18.32804077	19.18436945	21.39431944	17.34330591	16.83403413	14.8469918
P1944	0.508066826	15.93473378	10.77415999	0.944538808	7.819538188	1.301088159	4.403664921	4.856204888	0.635417068
P1945	16.12967383	15.22658211	15.26745033	18.47130936	21.29449378	25.17613427	16.78085266	14.98369797	14.85892452
P1946	4.519411297	5.24137931	6.201601997	6.125692342	8.809520426	6.320269273	6.472924458	5.66456052	5.8375996
P1947	0.012907717	0.022030651	0.029349839	0.01150949	0.020954885	0.012852269	0.023868362	0.025678502	0.035940567
P1948	0.871519491	1.149953759	0.41427234	1.112916328	0.105061456	0.812449281	0.56828721	0.358577114	0.318834443
P1949	1.050119332	1.024283261	1.346073026	0.699468282	0.696497336	0.737855035	0.872774869	1.126885976	0.504965549
P1950	11.56961018	16.18681464	13.63715802	8.915146592	14.88312611	7.670601254	12.6065819	8.417017067	6.816274683
P1951	1.112649165	0.704267407	0.60386976	1.826009896	1.377463588	1.252305422	0.974644727	1.177141187	0.559490358
P1952	0.34655529	0.534813053	0.602455009	0.951997637	1.00001421	1.294264109	0.686806283	0.994243698	1.437449478
P1953	1.182020684	1.661725459	1.34786227	0.528358319	1.506642984	0.438104021	1.085938669	0.845996447	0.85253474
P1954	14.09705648	9.074118113	8.36866743	23.35721143	17.44511545	19.77037993	17.78309648	16.71665955	20.47615382
P1955	12.34049324	15.86286167	12.76729429	7.630160254	11.65087034	11.01715234	10.39117427	7.958761496	9.728049579
P1956	0.275648369	0.410701546	0.142409237	0.914334244	0.806436945	0.225728513	0.734158564	0.429204236	0.358597329
P1957	0.411845664	0.929871846	0.29507958	0.254951628	1.328966252	0.124760236	0.333261032	0.311312482	0.082249124
P1958	0.681917263	0.875835645	1.761448039	2.271397977	0.93008881	0.794918849	1.944427823	1.867560093	0.955483275
P1959	1.581225139	1.014612234	1.249016956	3.308322871	2.352255773	1.97952785	1.099027674	1.457018865	1.771892683
P1960	4.661256961	4.635222619	4.524290024	3.914112695	3.312966252	4.420785688	4.33829469	4.860477143	4.858347127
P1961	6.753778839	10.70154578	11.27452408	3.482829924	10.91523979	3.479066765	6.115706806	5.62228768	3.833288425
P1962	0.856085919	0.838049941	0.852865911	0.689875194	0.622479574	0.725673183	0.550538519	0.534549052	0.4530005
P1963	0.14097852	0.040264236	0.189547488	0.171043498	0.156106572	0.208068978	0.305856395	0.145679401	0.16631895
P1964	16.73428799	27.81080724	19.65172163	9.5088989	20.08952043	10.136481	14.3657442	13.89202437	11.05354325
P1965	4.920604614	6.809618179	6.855300114	3.172365409	7.576554174	2.373201771	7.470231862	5.209003215	3.719157781
P1966	12.30151154	10.64420663	10.43524394	10.56421239	11.79651865	8.837421616	8.471204188	12.88017449	12.67408291
P1967	1.770405728	0.862650284	1.36544263	1.985746991	0.744255773	0.40829952	0.992819746	0.930901896	0.670695562
P1968	2.979952267	3.081780949	2.894621866	2.557418211	3.481065719	3.068517152	3.251608078	3.374182088	3.289964972
P1969	0.189705648	0.405892456	0.155391657	0.253925116	0.229030195	0.268102176	0.202722513	0.250803859	0.515339313
P1970	1.285998409	1.808376272	1.910392177	1.540580459	2.851012433	2.081611951	2.270381451	2.283857621	2.489895685
P1971	0.147128083	0.123942397	0.176700302	0.161472565	0.2229627	0.15136481	0.289648467	0.16410856	0.128322876
P1972	4.63929992	4.523450918	6.279205243	4.102355808	7.754600355	6.759129473	6.258937921	6.70339307	5.365679972
P1973	0.276022275	0.230849518	0.290835327	0.402894912	0.191246892	0.359913316	0.238369484	0.28806242	0.348108087
P1974	0.131686555	0.257119831	0.113592011	0.168266745	0.156390764	0.298192549	0.263440539	0.328221618	0.389121983
P1975	58.34208433	59.9815035	61.20461875	55.5099328	69.07992895	55.20103283	49.02842184	47.41528568	62.34651064
P1976	0.119546539	0.188299643	0.177053989	0.201728085	0.082232327	0.048189782	0.130306657	0.202486902	0.021194041
P1977	1.738504375	1.262121813	1.661479247	3.420648401	2.173072824	3.982847658	3.609947644	3.108402851	2.595173024
P1978	0.236523469	0.469414718	0.11431395	0.257610221	0.20382238	0.229979712	0.142991773	0.13201493	0.098874091
P1979	7.308273667	6.489892985	5.593883283	6.65962632	4.975488455	7.098672077	7.137397158	8.386436714	7.966241965
P1980	0.218520286	0.248310213	0.212878394	0.100553873	0.122064654	0.156519734	0.175370232	0.253502125	0.194618731
P1981	2.52124105	2.436702338	2.437116405	2.548039288	3.00973357	2.840925858	2.711967091	2.473410834	3.01493514
P1982	0.901511535	0.808772625	1.614938105	3.839081309	0.509854352	1.356049428	2.335676889	2.140287365	1.012914277
P1983	15.36356404	19.35817149	21.31904712	10.32346208	19.95737123	13.98376983	12.76290202	15.98857734	15.68054967
